C02818V03389,Agricultural Product,TLIST(M1),Month,STATISTIC,Statistic Label,UNIT,VALUE
12231,Wool,201311,2013M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200001,2000M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,81.837
2,Agricultural input price index,200001,2000M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200002,2000M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,82.552
2,Agricultural input price index,200002,2000M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200003,2000M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,83.193
2,Agricultural input price index,200003,2000M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200004,2000M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,83.328
2,Agricultural input price index,200004,2000M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200005,2000M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,83.1
2,Agricultural input price index,200005,2000M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200006,2000M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,84.096
2,Agricultural input price index,200006,2000M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200007,2000M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,84.521
2,Agricultural input price index,200007,2000M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200008,2000M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,84.933
2,Agricultural input price index,200008,2000M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200009,2000M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,86.359
2,Agricultural input price index,200009,2000M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200010,2000M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,87.122
2,Agricultural input price index,200010,2000M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200011,2000M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,87.833
2,Agricultural input price index,200011,2000M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200012,2000M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,88.139
2,Agricultural input price index,200012,2000M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200101,2001M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,88.073
2,Agricultural input price index,200101,2001M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200102,2001M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,87.937
2,Agricultural input price index,200102,2001M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200103,2001M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,88.441
2,Agricultural input price index,200103,2001M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200104,2001M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,88.574
2,Agricultural input price index,200104,2001M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200105,2001M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,89.145
2,Agricultural input price index,200105,2001M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200106,2001M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,89.298
2,Agricultural input price index,200106,2001M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200107,2001M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,89.55
2,Agricultural input price index,200107,2001M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200108,2001M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,89.126
2,Agricultural input price index,200108,2001M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200109,2001M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,89.09
2,Agricultural input price index,200109,2001M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200110,2001M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,89.091
2,Agricultural input price index,200110,2001M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200111,2001M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,88.685
2,Agricultural input price index,200111,2001M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200112,2001M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,88.735
2,Agricultural input price index,200112,2001M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200201,2002M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,88.978
2,Agricultural input price index,200201,2002M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200202,2002M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,89.036
2,Agricultural input price index,200202,2002M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200203,2002M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,89.323
2,Agricultural input price index,200203,2002M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200204,2002M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.106
2,Agricultural input price index,200204,2002M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200205,2002M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.428
2,Agricultural input price index,200205,2002M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200206,2002M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.397
2,Agricultural input price index,200206,2002M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200207,2002M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.09
2,Agricultural input price index,200207,2002M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200208,2002M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.087
2,Agricultural input price index,200208,2002M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200209,2002M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.259
2,Agricultural input price index,200209,2002M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200210,2002M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.47
2,Agricultural input price index,200210,2002M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200211,2002M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.342
2,Agricultural input price index,200211,2002M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200212,2002M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,90.057
2,Agricultural input price index,200212,2002M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200301,2003M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,91.513
2,Agricultural input price index,200301,2003M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200302,2003M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,92.625
2,Agricultural input price index,200302,2003M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200303,2003M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,93.34
2,Agricultural input price index,200303,2003M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200304,2003M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,91.833
2,Agricultural input price index,200304,2003M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200305,2003M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,91.709
2,Agricultural input price index,200305,2003M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200306,2003M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,91.259
2,Agricultural input price index,200306,2003M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200307,2003M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,91.391
2,Agricultural input price index,200307,2003M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200308,2003M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,91.631
2,Agricultural input price index,200308,2003M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200309,2003M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,92.113
2,Agricultural input price index,200309,2003M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200310,2003M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,92.447
2,Agricultural input price index,200310,2003M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200311,2003M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,92.949
2,Agricultural input price index,200311,2003M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200312,2003M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,93.702
2,Agricultural input price index,200312,2003M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200401,2004M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,94.328
2,Agricultural input price index,200401,2004M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200402,2004M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,94.612
2,Agricultural input price index,200402,2004M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200403,2004M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,94.902
2,Agricultural input price index,200403,2004M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200404,2004M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,95.244
2,Agricultural input price index,200404,2004M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200405,2004M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,96.261
2,Agricultural input price index,200405,2004M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200406,2004M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,96.331
2,Agricultural input price index,200406,2004M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200407,2004M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,95.895
2,Agricultural input price index,200407,2004M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200408,2004M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,96.337
2,Agricultural input price index,200408,2004M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200409,2004M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,96.383
2,Agricultural input price index,200409,2004M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200410,2004M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,96.792
2,Agricultural input price index,200410,2004M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200411,2004M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,96.798
2,Agricultural input price index,200411,2004M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200412,2004M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,96.086
2,Agricultural input price index,200412,2004M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200501,2005M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,98.32
2,Agricultural input price index,200501,2005M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200502,2005M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.131
2,Agricultural input price index,200502,2005M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200503,2005M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.245
2,Agricultural input price index,200503,2005M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200504,2005M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.721
2,Agricultural input price index,200504,2005M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200505,2005M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.818
2,Agricultural input price index,200505,2005M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200506,2005M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,99.768
2,Agricultural input price index,200506,2005M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200507,2005M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.025
2,Agricultural input price index,200507,2005M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200508,2005M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.231
2,Agricultural input price index,200508,2005M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200509,2005M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.193
2,Agricultural input price index,200509,2005M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200510,2005M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.191
2,Agricultural input price index,200510,2005M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200511,2005M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.842
2,Agricultural input price index,200511,2005M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200512,2005M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,100.515
2,Agricultural input price index,200512,2005M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200601,2006M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,101.456
2,Agricultural input price index,200601,2006M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200602,2006M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,102.377
2,Agricultural input price index,200602,2006M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200603,2006M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,102.876
2,Agricultural input price index,200603,2006M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200604,2006M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.305
2,Agricultural input price index,200604,2006M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200605,2006M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.675
2,Agricultural input price index,200605,2006M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200606,2006M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.6
2,Agricultural input price index,200606,2006M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200607,2006M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.655
2,Agricultural input price index,200607,2006M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200608,2006M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.893
2,Agricultural input price index,200608,2006M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200609,2006M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.665
2,Agricultural input price index,200609,2006M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200610,2006M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,103.984
2,Agricultural input price index,200610,2006M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200611,2006M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.373
2,Agricultural input price index,200611,2006M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200612,2006M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,104.684
2,Agricultural input price index,200612,2006M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200701,2007M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,107.205
2,Agricultural input price index,200701,2007M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200702,2007M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,107.709
2,Agricultural input price index,200702,2007M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200703,2007M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,108.483
2,Agricultural input price index,200703,2007M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200704,2007M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,108.905
2,Agricultural input price index,200704,2007M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200705,2007M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,109.4
2,Agricultural input price index,200705,2007M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200706,2007M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,109.77
2,Agricultural input price index,200706,2007M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200707,2007M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,111.004
2,Agricultural input price index,200707,2007M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200708,2007M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,112.52
2,Agricultural input price index,200708,2007M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200709,2007M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,114.252
2,Agricultural input price index,200709,2007M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200710,2007M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,115.649
2,Agricultural input price index,200710,2007M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200711,2007M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,117.239
2,Agricultural input price index,200711,2007M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200712,2007M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,119.082
2,Agricultural input price index,200712,2007M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200801,2008M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,123.276
2,Agricultural input price index,200801,2008M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200802,2008M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,126.917
2,Agricultural input price index,200802,2008M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200803,2008M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,128.772
2,Agricultural input price index,200803,2008M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200804,2008M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,130.73
2,Agricultural input price index,200804,2008M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200805,2008M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,132.055
2,Agricultural input price index,200805,2008M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200806,2008M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,132.996
2,Agricultural input price index,200806,2008M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200807,2008M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,134.09
2,Agricultural input price index,200807,2008M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200808,2008M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,134.626
2,Agricultural input price index,200808,2008M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200809,2008M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,133.41
2,Agricultural input price index,200809,2008M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200810,2008M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,131.944
2,Agricultural input price index,200810,2008M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200811,2008M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,130.54
2,Agricultural input price index,200811,2008M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200812,2008M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,129.154
2,Agricultural input price index,200812,2008M12,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200901,2009M01,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,127.61
2,Agricultural input price index,200901,2009M01,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200902,2009M02,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,126.11
2,Agricultural input price index,200902,2009M02,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200903,2009M03,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,123.683
2,Agricultural input price index,200903,2009M03,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200904,2009M04,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,121.669
2,Agricultural input price index,200904,2009M04,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200905,2009M05,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,119.445
2,Agricultural input price index,200905,2009M05,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200906,2009M06,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,118.573
2,Agricultural input price index,200906,2009M06,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200907,2009M07,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,118.465
2,Agricultural input price index,200907,2009M07,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200908,2009M08,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,118.268
2,Agricultural input price index,200908,2009M08,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200909,2009M09,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,116.35
2,Agricultural input price index,200909,2009M09,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200910,2009M10,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,115.328
2,Agricultural input price index,200910,2009M10,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200911,2009M11,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,115.343
2,Agricultural input price index,200911,2009M11,AHM02S1,Agricultural Input and Output Price Indices (Seasonally Adjusted),Base 2005=100,
2,Agricultural input price index,200912,2009M12,AHM02C1,Agricultural Input and Output Price Indices,Base 2005=100,115.03
