Year,Agricultural Product,VALUE
2005,Animal products,104.991
2005,Animal products,109.236
2006,Animal products,108.641
2006,Animal products,104.506
2006,Animal products,99.844
2006,Animal products,95.564
2006,Animal products,95.052
2006,Animal products,93.881
2006,Animal products,92.308
2006,Animal products,92.402
2006,Animal products,95.856
2006,Animal products,97.281
2006,Animal products,99.38
2006,Animal products,101.67
2007,Animal products,103.058
2007,Animal products,99.12
2007,Animal products,95.797
2007,Animal products,99.195
2007,Animal products,104.93
2007,Animal products,113.271
2007,Animal products,119.954
2007,Animal products,128.485
2007,Animal products,139.044
2007,Animal products,142.591
2007,Animal products,144.597
2007,Animal products,148.34
2008,Animal products,146.909
2008,Animal products,145.438
2008,Animal products,141.464
2008,Animal products,125.542
2008,Animal products,120.451
2008,Animal products,115.98
2008,Animal products,116.301
2008,Animal products,113.095
2008,Animal products,110.571
2008,Animal products,110.25
2008,Animal products,109.923
2008,Animal products,111.864
2009,Animal products,104.435
2009,Animal products,96.234
2009,Animal products,83.232
2009,Animal products,80.087
2009,Animal products,79.503
2009,Animal products,78.625
2009,Animal products,78.215
2009,Animal products,78.405
2009,Animal products,85.8
2009,Animal products,92.409
2009,Animal products,97.844
2009,Animal products,98.772
2010,Animal products,102.139
2010,Animal products,98.991
2010,Animal products,98.837
2010,Animal products,99.773
2010,Animal products,107.585
2010,Animal products,107.747
2010,Animal products,107.542
2010,Animal products,108.048
2010,Animal products,111.118
2010,Animal products,112.984
2010,Animal products,115.691
2010,Animal products,115.178
2011,Animal products,121.586
2011,Animal products,124.067
2011,Animal products,119.25
2011,Animal products,118.222
2011,Animal products,118.734
2011,Animal products,122.915
2011,Animal products,122.469
2011,Animal products,122.437
2011,Animal products,124.756
2011,Animal products,126.842
2011,Animal products,132.7
2011,Animal products,131.257
2003,Milk,109.08
2003,Milk,104.339
2003,Milk,105.655
2003,Milk,103.441
2003,Milk,104.122
2003,Milk,104.209
2003,Milk,100.42
2003,Milk,103.642
2003,Milk,100.143
2003,Milk,102.857
2003,Milk,100.188
2003,Milk,102.947
2003,Milk,99.904
2003,Milk,102.946
2003,Milk,100.367
2003,Milk,103.178
2003,Milk,102.963
2003,Milk,102.638
2003,Milk,103.076
2003,Milk,102.384
2003,Milk,104.182
2003,Milk,101.886
2003,Milk,105.094
2003,Milk,101.061
2004,Milk,107.532
2004,Milk,101.936
2004,Milk,104.78
2004,Milk,102.018
2004,Milk,103.935
2004,Milk,104.285
2004,Milk,99.171
2004,Milk,102.595
2004,Milk,100.562
2004,Milk,103.645
2004,Milk,100.203
2004,Milk,103.478
2004,Milk,99.777
2004,Milk,103.415
2004,Milk,99.732
2004,Milk,103.02
2004,Milk,103.001
2004,Milk,102.837
2004,Milk,102.814
2004,Milk,101.955
2004,Milk,104.369
2004,Milk,101.652
2004,Milk,105.207
2004,Milk,100.038
2005,Milk,112.86
2005,Milk,105.09
2005,Milk,106.307
2005,Milk,103.795
2005,Milk,102.925
2005,Milk,104.266
2005,Milk,98.137
2005,Milk,105.745
2005,Milk,97.312
2005,Milk,103.573
2005,Milk,96.967
2005,Milk,102.218
2005,Milk,96.405
2005,Milk,100.768
2005,Milk,96.397
2005,Milk,99.09
2005,Milk,100.001
2005,Milk,98.683
2005,Milk,101.921
2005,Milk,98.848
2005,Milk,105.115
2005,Milk,100.042
2005,Milk,109.471
2005,Milk,101.892
2006,Milk,108.864
2006,Milk,101.488
2006,Milk,104.628
2006,Milk,102.024
2006,Milk,99.851
2006,Milk,103.334
2006,Milk,95.467
2006,Milk,100.713
2006,Milk,95.04
2006,Milk,101.061
2006,Milk,93.84
2006,Milk,98.878
2006,Milk,92.23
2006,Milk,96.336
2006,Milk,92.319
2006,Milk,94.974
2006,Milk,95.864
2006,Milk,94.774
2006,Milk,97.318
2006,Milk,94.37
2006,Milk,99.425
2006,Milk,94.532
2006,Milk,101.682
2006,Milk,94.816
2007,Milk,103.132
2007,Milk,96.283
2007,Milk,99.06
2007,Milk,96.434
2007,Milk,95.656
2007,Milk,98.617
2007,Milk,99.138
2007,Milk,104.9
2007,Milk,105.039
2007,Milk,111.434
2007,Milk,113.564
2007,Milk,119.44
2007,Milk,120.411
2007,Milk,125.716
2007,Milk,128.951
2007,Milk,132.873
2007,Milk,139.558
2007,Milk,138.375
2007,Milk,143.193
2007,Milk,138.884
2007,Milk,145.247
2007,Milk,137.975
2007,Milk,149.082
2007,Milk,139.653
2008,Milk,147.616
2008,Milk,137.915
2008,Milk,146.079
2008,Milk,141.794
2008,Milk,142.007
2008,Milk,143.394
2008,Milk,125.695
2008,Milk,135.39
2008,Milk,120.476
2008,Milk,127.432
2008,Milk,115.895
2008,Milk,121.462
2008,Milk,116.224
2008,Milk,121.338
2008,Milk,112.939
2008,Milk,116.68
2008,Milk,110.38
2008,Milk,109.869
2008,Milk,110.11
2008,Milk,106.988
2008,Milk,109.833
2008,Milk,104.267
2008,Milk,111.94
2008,Milk,105.471
2009,Milk,104.33
2009,Milk,97.719
2009,Milk,95.928
2009,Milk,92.696
2009,Milk,82.604
2009,Milk,84.9
2009,Milk,79.381
2009,Milk,83.257
2009,Milk,78.991
2009,Milk,83.378
2009,Milk,78.091
2009,Milk,81.59
2009,Milk,77.671
2009,Milk,81.073
2009,Milk,77.866
2009,Milk,80.657
2009,Milk,85.505
2009,Milk,85.573
2009,Milk,92.276
2009,Milk,89.953
2009,Milk,97.781
2009,Milk,92.849
2009,Milk,98.793
2009,Milk,93.617
2010,Milk,102.242
2010,Milk,95.991
2010,Milk,99.04
2010,Milk,95.307
2010,Milk,98.883
2010,Milk,99.646
2010,Milk,99.841
2010,Milk,105.544
2010,Milk,107.624
2010,Milk,113.234
2010,Milk,107.809
2010,Milk,112.319
2010,Milk,107.599
2010,Milk,112.385
2010,Milk,108.117
2010,Milk,112.333
2010,Milk,111.262
2010,Milk,111.909
2010,Milk,113.174
2010,Milk,110.776
2010,Milk,115.888
2010,Milk,110.183
2010,Milk,115.281
2010,Milk,109.673
2011,Milk,121.783
2011,Milk,114.631
2011,Milk,124.31
2011,Milk,119.299
2011,Milk,119.361
2011,Milk,121.133
2011,Milk,118.308
2011,Milk,122.577
2011,Milk,118.458
2011,Milk,124.286
2011,Milk,122.742
2011,Milk,127.662
2011,Milk,122.284
2011,Milk,127.865
2011,Milk,122.277
2011,Milk,127.313
2011,Milk,124.661
2011,Milk,125.858
2011,Milk,126.808
2011,Milk,124.586
2011,Milk,132.813
2011,Milk,126.572
2011,Milk,131.329
2011,Milk,125.245
2003,Eggs,97.267
2003,Eggs,97.267
2003,Eggs,97.267
2003,Eggs,97.267
2003,Eggs,97.267
2003,Eggs,97.267
2003,Eggs,97.069
2003,Eggs,97.156
2003,Eggs,98.95
2003,Eggs,98.95
2003,Eggs,101.013
2003,Eggs,102.308
2004,Eggs,102.286
2004,Eggs,102.286
2004,Eggs,102.286
2004,Eggs,102.286
2004,Eggs,102.286
2004,Eggs,103.317
2004,Eggs,102.242
2004,Eggs,101.225
2004,Eggs,101.182
2004,Eggs,101.182
2004,Eggs,101.182
2004,Eggs,101.182
2005,Eggs,101.111
2005,Eggs,101.111
2005,Eggs,101.111
2005,Eggs,96.907
2005,Eggs,97.209
2005,Eggs,101.127
2005,Eggs,100.937
2005,Eggs,100.883
2005,Eggs,100.883
2005,Eggs,99.319
2005,Eggs,99.91
2005,Eggs,99.494
2006,Eggs,99.387
2006,Eggs,99.387
2006,Eggs,99.387
2006,Eggs,99.387
2006,Eggs,99.387
2006,Eggs,99.387
2006,Eggs,99.387
2006,Eggs,99.682
2006,Eggs,99.387
2006,Eggs,99.682
2006,Eggs,101.99
2006,Eggs,106.678
2007,Eggs,105.236
2007,Eggs,107.188
2007,Eggs,107.188
2007,Eggs,107.188
2007,Eggs,107.188
2007,Eggs,108.252
2007,Eggs,108.252
2007,Eggs,118.802
2007,Eggs,129.883
2007,Eggs,129.883
2007,Eggs,129.883
2007,Eggs,129.883
2008,Eggs,129.883
2008,Eggs,131.501
2008,Eggs,131.501
2008,Eggs,131.501
2008,Eggs,131.501
2008,Eggs,131.501
2008,Eggs,131.501
2008,Eggs,131.501
2008,Eggs,130.143
2008,Eggs,127.011
2008,Eggs,123.894
2008,Eggs,117.645
2009,Eggs,117.645
2009,Eggs,117.645
2009,Eggs,117.865
2009,Eggs,117.865
2009,Eggs,115.318
2009,Eggs,115.318
2009,Eggs,115.318
2009,Eggs,115.318
2009,Eggs,111.928
2009,Eggs,111.928
2009,Eggs,115.318
2009,Eggs,112.047
2010,Eggs,112.047
2010,Eggs,110.82
2010,Eggs,110.82
2010,Eggs,110.82
2010,Eggs,110.82
2010,Eggs,109.835
2010,Eggs,109.835
2010,Eggs,109.835
2010,Eggs,109.835
2010,Eggs,109.835
2010,Eggs,112.922
2010,Eggs,117.278
2011,Eggs,120.615
2011,Eggs,121.395
2011,Eggs,122.106
2011,Eggs,122.106
2011,Eggs,122.106
2011,Eggs,122.106
2011,Eggs,122.106
2011,Eggs,120.781
2011,Eggs,120.303
2011,Eggs,119.824
2011,Eggs,119.591
2011,Eggs,119.918
2003,Wool,118.406
2003,Wool,127.068
2003,Wool,106.96
2003,Wool,89.978
2003,Wool,105.193
2003,Wool,95.292
2003,Wool,95.292
2003,Wool,102.279
2003,Wool,106.109
2003,Wool,100.206
2003,Wool,97.804
2003,Wool,85.712
2004,Wool,93.509
2004,Wool,97.95
2004,Wool,108.942
2004,Wool,99.187
2004,Wool,124.448
2004,Wool,113.359
2004,Wool,114.591
2004,Wool,111.647
2004,Wool,105.525
2004,Wool,104.683
2004,Wool,104.683
2004,Wool,104.683
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2005,Wool,100.0
2006,Wool,100.0
2006,Wool,100.0
2006,Wool,100.0
2006,Wool,100.0
2006,Wool,82.442
2006,Wool,82.442
2006,Wool,82.442
2006,Wool,82.442
2006,Wool,82.442
2006,Wool,82.442
2006,Wool,82.442
2006,Wool,82.442
2007,Wool,82.442
2007,Wool,82.442
2007,Wool,82.442
2007,Wool,82.442
2007,Wool,77.693
2007,Wool,77.693
2007,Wool,77.693
2007,Wool,77.693
2007,Wool,77.693
2007,Wool,77.693
2007,Wool,77.693
2007,Wool,77.693
2008,Wool,77.693
2008,Wool,77.693
2008,Wool,77.693
2008,Wool,77.693
2008,Wool,78.574
2008,Wool,78.574
2008,Wool,78.574
2008,Wool,78.574
2008,Wool,78.574
2008,Wool,78.574
2008,Wool,78.574
2008,Wool,78.574
2009,Wool,78.574
2009,Wool,78.574
2009,Wool,78.574
2009,Wool,78.574
2009,Wool,50.026
2009,Wool,50.026
2009,Wool,50.026
2009,Wool,50.026
2009,Wool,50.026
2009,Wool,50.026
2009,Wool,50.026
2009,Wool,50.026
2010,Wool,50.026
2010,Wool,50.026
2010,Wool,50.026
2010,Wool,50.026
2010,Wool,89.59
2010,Wool,89.59
2010,Wool,89.59
2010,Wool,89.59
2010,Wool,89.59
2010,Wool,89.59
2010,Wool,89.59
2010,Wool,89.59
2011,Wool,89.59
2011,Wool,89.59
2011,Wool,89.59
2011,Wool,89.59
2011,Wool,156.81
2011,Wool,156.81
2011,Wool,156.81
2011,Wool,156.81
2011,Wool,156.81
2011,Wool,156.81
2011,Wool,156.81
2011,Wool,156.81
2003,Agricultural input price index,91.513
2003,Agricultural input price index,92.625
2003,Agricultural input price index,93.34
2003,Agricultural input price index,91.833
2003,Agricultural input price index,91.709
2003,Agricultural input price index,91.259
2003,Agricultural input price index,91.391
2003,Agricultural input price index,91.631
2003,Agricultural input price index,92.113
2003,Agricultural input price index,92.447
2003,Agricultural input price index,92.949
2003,Agricultural input price index,93.702
2004,Agricultural input price index,94.328
2004,Agricultural input price index,94.612
2004,Agricultural input price index,94.902
2004,Agricultural input price index,95.244
2004,Agricultural input price index,96.261
2004,Agricultural input price index,96.331
2004,Agricultural input price index,95.895
2004,Agricultural input price index,96.337
2004,Agricultural input price index,96.383
2004,Agricultural input price index,96.792
2004,Agricultural input price index,96.798
2004,Agricultural input price index,96.086
2005,Agricultural input price index,98.32
2005,Agricultural input price index,99.131
2005,Agricultural input price index,99.245
2005,Agricultural input price index,99.721
2005,Agricultural input price index,99.818
2005,Agricultural input price index,99.768
2005,Agricultural input price index,100.025
2005,Agricultural input price index,100.231
2005,Agricultural input price index,101.193
2005,Agricultural input price index,101.191
2005,Agricultural input price index,100.842
2005,Agricultural input price index,100.515
2006,Agricultural input price index,101.456
2006,Agricultural input price index,102.377
2006,Agricultural input price index,102.876
2006,Agricultural input price index,103.305
2006,Agricultural input price index,103.675
2006,Agricultural input price index,103.6
2006,Agricultural input price index,103.655
2006,Agricultural input price index,103.893
2006,Agricultural input price index,103.665
2006,Agricultural input price index,103.984
2006,Agricultural input price index,104.373
2006,Agricultural input price index,104.684
2007,Agricultural input price index,107.205
2007,Agricultural input price index,107.709
2007,Agricultural input price index,108.483
2007,Agricultural input price index,108.905
2007,Agricultural input price index,109.4
2007,Agricultural input price index,109.77
2007,Agricultural input price index,111.004
2007,Agricultural input price index,112.52
2007,Agricultural input price index,114.252
2007,Agricultural input price index,115.649
2007,Agricultural input price index,117.239
2007,Agricultural input price index,119.082
2008,Agricultural input price index,123.276
2008,Agricultural input price index,126.917
2008,Agricultural input price index,128.772
2008,Agricultural input price index,130.73
2008,Agricultural input price index,132.055
2008,Agricultural input price index,132.996
2008,Agricultural input price index,134.09
2008,Agricultural input price index,134.626
2008,Agricultural input price index,133.41
2008,Agricultural input price index,131.944
2008,Agricultural input price index,130.54
2008,Agricultural input price index,129.154
2009,Agricultural input price index,127.61
2009,Agricultural input price index,126.11
2009,Agricultural input price index,123.683
2009,Agricultural input price index,121.669
2009,Agricultural input price index,119.445
2009,Agricultural input price index,118.573
2009,Agricultural input price index,118.465
2009,Agricultural input price index,118.268
2009,Agricultural input price index,116.35
2009,Agricultural input price index,115.328
2009,Agricultural input price index,115.343
2009,Agricultural input price index,115.03
2010,Agricultural input price index,115.318
2010,Agricultural input price index,115.531
2010,Agricultural input price index,115.596
2010,Agricultural input price index,116.351
2010,Agricultural input price index,116.362
2010,Agricultural input price index,116.171
2010,Agricultural input price index,116.614
2010,Agricultural input price index,118.244
2010,Agricultural input price index,120.878
2010,Agricultural input price index,121.816
2010,Agricultural input price index,122.169
2010,Agricultural input price index,123.413
2011,Agricultural input price index,127.895
2011,Agricultural input price index,129.955
2011,Agricultural input price index,131.266
2011,Agricultural input price index,131.55
2011,Agricultural input price index,131.772
2011,Agricultural input price index,131.819
2011,Agricultural input price index,131.888
2011,Agricultural input price index,131.858
2011,Agricultural input price index,131.373
2011,Agricultural input price index,131.259
2011,Agricultural input price index,131.238
2011,Agricultural input price index,131.618
2003,Seeds,99.639
2003,Seeds,99.639
2003,Seeds,99.639
2003,Seeds,99.639
2003,Seeds,99.639
2003,Seeds,99.639
2003,Seeds,99.639
2003,Seeds,99.639
2003,Seeds,99.639
2003,Seeds,99.111
2003,Seeds,99.111
2003,Seeds,99.111
2004,Seeds,100.599
2004,Seeds,100.599
2004,Seeds,100.599
2004,Seeds,100.599
2004,Seeds,100.599
2004,Seeds,100.599
2004,Seeds,100.599
2004,Seeds,100.599
2004,Seeds,100.599
2004,Seeds,99.686
2004,Seeds,99.686
2004,Seeds,99.686
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2005,Seeds,100.0
2006,Seeds,100.0
2006,Seeds,100.0
2006,Seeds,100.268
2006,Seeds,100.268
2006,Seeds,100.268
2006,Seeds,100.268
2006,Seeds,100.268
2006,Seeds,100.268
2006,Seeds,100.268
2006,Seeds,100.422
2006,Seeds,100.422
2006,Seeds,100.422
2007,Seeds,100.422
2007,Seeds,100.422
2007,Seeds,102.016
2007,Seeds,102.016
2007,Seeds,102.016
2007,Seeds,102.016
2007,Seeds,102.016
2007,Seeds,102.016
2007,Seeds,102.016
2007,Seeds,103.918
2007,Seeds,103.918
2007,Seeds,103.918
2008,Seeds,103.918
2008,Seeds,103.918
2008,Seeds,113.981
2008,Seeds,113.981
2008,Seeds,113.981
2008,Seeds,113.981
2008,Seeds,113.981
2008,Seeds,113.981
2008,Seeds,113.981
2008,Seeds,113.821
2008,Seeds,113.821
2008,Seeds,113.821
2009,Seeds,113.821
2009,Seeds,113.821
2009,Seeds,112.858
2009,Seeds,112.858
2009,Seeds,112.858
2009,Seeds,112.858
2009,Seeds,112.858
2009,Seeds,112.858
2009,Seeds,112.858
2009,Seeds,111.21
2009,Seeds,111.21
2009,Seeds,111.21
2010,Seeds,111.21
2010,Seeds,111.21
2010,Seeds,103.138
2010,Seeds,103.138
2010,Seeds,103.138
2010,Seeds,103.138
2010,Seeds,103.138
2010,Seeds,103.138
2010,Seeds,103.138
2010,Seeds,103.826
2010,Seeds,103.826
2010,Seeds,103.826
2011,Seeds,103.826
2011,Seeds,103.826
2011,Seeds,107.83
2011,Seeds,107.83
2011,Seeds,107.83
2011,Seeds,107.83
2011,Seeds,107.83
2011,Seeds,107.83
2011,Seeds,107.83
2011,Seeds,108.159
2011,Seeds,108.159
2011,Seeds,108.159
2003,Energy,79.139
2003,Energy,81.931
2003,Energy,84.911
2003,Energy,76.858
2003,Energy,76.503
2003,Energy,74.831
2003,Energy,75.562
2003,Energy,76.542
2003,Energy,78.082
2003,Energy,76.632
2003,Energy,77.631
2003,Energy,79.132
2004,Energy,79.111
2004,Energy,78.8
2004,Energy,79.634
2004,Energy,81.713
2004,Energy,86.182
2004,Energy,86.216
2004,Energy,85.008
2004,Energy,87.505
2004,Energy,89.333
2004,Energy,91.751
2004,Energy,92.067
2004,Energy,88.464
2005,Energy,90.006
2005,Energy,90.038
2005,Energy,91.237
2005,Energy,98.115
2005,Energy,97.826
2005,Energy,98.0
2005,Energy,102.268
2005,Energy,102.949
2005,Energy,110.958
2005,Energy,110.469
2005,Energy,106.155
2005,Energy,101.979
2006,Energy,102.93
2006,Energy,105.465
2006,Energy,105.411
2006,Energy,107.532
2006,Energy,110.945
2006,Energy,109.96
2006,Energy,110.876
2006,Energy,112.463
2006,Energy,108.957
2006,Energy,102.931
2006,Energy,101.233
2006,Energy,101.949
2007,Energy,103.696
2007,Energy,103.061
2007,Energy,105.268
2007,Energy,107.439
2007,Energy,109.026
2007,Energy,109.981
2007,Energy,111.318
2007,Energy,111.004
2007,Energy,110.776
2007,Energy,111.411
2007,Energy,116.908
2007,Energy,116.459
2008,Energy,118.181
2008,Energy,115.075
2008,Energy,119.878
2008,Energy,120.936
2008,Energy,128.435
2008,Energy,135.292
2008,Energy,137.385
2008,Energy,134.597
2008,Energy,131.548
2008,Energy,124.412
2008,Energy,116.022
2008,Energy,105.717
2009,Energy,101.876
2009,Energy,101.99
2009,Energy,99.863
2009,Energy,103.982
2009,Energy,102.13
2009,Energy,105.528
2009,Energy,104.818
2009,Energy,107.73
2009,Energy,107.133
2009,Energy,106.167
2009,Energy,109.576
2009,Energy,109.594
2010,Energy,115.06
2010,Energy,113.887
2010,Energy,116.711
2010,Energy,121.411
2010,Energy,124.571
2010,Energy,123.002
2010,Energy,122.684
2010,Energy,122.68
2010,Energy,122.556
2010,Energy,123.214
2010,Energy,123.204
2010,Energy,130.752
2011,Energy,133.305
2011,Energy,135.181
2011,Energy,140.515
2011,Energy,142.155
2011,Energy,141.074
2011,Energy,139.306
2011,Energy,138.464
2011,Energy,140.087
2011,Energy,141.217
2011,Energy,141.617
2011,Energy,142.94
2011,Energy,144.655
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2003,Electricity,88.109
2004,Electricity,90.74
2004,Electricity,90.74
2004,Electricity,90.74
2004,Electricity,90.74
2004,Electricity,90.74
2004,Electricity,90.74
2004,Electricity,90.74
2004,Electricity,90.74
2004,Electricity,90.74
2004,Electricity,95.244
2004,Electricity,99.764
2004,Electricity,99.764
2005,Electricity,97.076
2005,Electricity,97.076
2005,Electricity,97.076
2005,Electricity,100.975
2005,Electricity,100.975
2005,Electricity,100.975
2005,Electricity,100.975
2005,Electricity,100.975
2005,Electricity,100.975
2005,Electricity,100.975
2005,Electricity,100.975
2005,Electricity,100.975
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2006,Electricity,104.074
2007,Electricity,117.271
2007,Electricity,117.271
2007,Electricity,117.271
2007,Electricity,117.271
2007,Electricity,117.271
2007,Electricity,117.271
2007,Electricity,117.271
2007,Electricity,117.271
2007,Electricity,117.271
2007,Electricity,117.271
2007,Electricity,110.872
2007,Electricity,110.872
2008,Electricity,110.872
2008,Electricity,110.872
2008,Electricity,110.872
2008,Electricity,110.872
2008,Electricity,110.872
2008,Electricity,110.872
2008,Electricity,110.872
2008,Electricity,130.267
2008,Electricity,130.267
2008,Electricity,130.267
2008,Electricity,130.267
2008,Electricity,130.267
2009,Electricity,129.568
2009,Electricity,129.568
2009,Electricity,129.568
2009,Electricity,129.568
2009,Electricity,116.071
2009,Electricity,116.071
2009,Electricity,116.071
2009,Electricity,116.071
2009,Electricity,116.071
2009,Electricity,116.071
2009,Electricity,116.071
2009,Electricity,116.071
2010,Electricity,116.071
2010,Electricity,116.071
2010,Electricity,116.071
2010,Electricity,116.071
2010,Electricity,114.471
2010,Electricity,114.471
2010,Electricity,114.471
2010,Electricity,114.471
2010,Electricity,114.471
2010,Electricity,119.77
2010,Electricity,119.77
2010,Electricity,119.77
2011,Electricity,119.77
2011,Electricity,119.77
2011,Electricity,119.77
2011,Electricity,119.77
2011,Electricity,119.87
2011,Electricity,119.87
2011,Electricity,119.87
2011,Electricity,123.569
2011,Electricity,125.569
2011,Electricity,133.567
2011,Electricity,133.567
2011,Electricity,133.567
2003,Motor fuel,76.51
2003,Motor fuel,79.925
2003,Motor fuel,83.611
2003,Motor fuel,73.652
2003,Motor fuel,73.195
2003,Motor fuel,71.076
2003,Motor fuel,71.937
2003,Motor fuel,73.116
2003,Motor fuel,75.087
2003,Motor fuel,73.272
2003,Motor fuel,74.551
2003,Motor fuel,76.472
2004,Motor fuel,75.968
2004,Motor fuel,75.609
2004,Motor fuel,76.674
2004,Motor fuel,79.29
2004,Motor fuel,84.909
2004,Motor fuel,84.905
2004,Motor fuel,83.365
2004,Motor fuel,86.567
2004,Motor fuel,88.918
2004,Motor fuel,91.039
2004,Motor fuel,90.451
2004,Motor fuel,85.966
2005,Motor fuel,87.598
2005,Motor fuel,87.631
2005,Motor fuel,89.231
2005,Motor fuel,97.231
2005,Motor fuel,96.831
2005,Motor fuel,97.064
2005,Motor fuel,102.731
2005,Motor fuel,103.63
2005,Motor fuel,114.297
2005,Motor fuel,113.63
2005,Motor fuel,107.864
2005,Motor fuel,102.264
2006,Motor fuel,102.631
2006,Motor fuel,105.997
2006,Motor fuel,105.897
2006,Motor fuel,108.697
2006,Motor fuel,113.23
2006,Motor fuel,111.897
2006,Motor fuel,113.064
2006,Motor fuel,115.13
2006,Motor fuel,110.364
2006,Motor fuel,102.297
2006,Motor fuel,99.964
2006,Motor fuel,100.897
2007,Motor fuel,99.397
2007,Motor fuel,98.497
2007,Motor fuel,101.43
2007,Motor fuel,104.33
2007,Motor fuel,106.43
2007,Motor fuel,107.63
2007,Motor fuel,109.397
2007,Motor fuel,108.964
2007,Motor fuel,108.664
2007,Motor fuel,109.497
2007,Motor fuel,118.663
2007,Motor fuel,118.064
2008,Motor fuel,120.363
2008,Motor fuel,116.164
2008,Motor fuel,122.563
2008,Motor fuel,123.93
2008,Motor fuel,133.93
2008,Motor fuel,143.063
2008,Motor fuel,145.83
2008,Motor fuel,136.53
2008,Motor fuel,132.43
2008,Motor fuel,122.83
2008,Motor fuel,111.597
2008,Motor fuel,97.86
2009,Motor fuel,92.947
2009,Motor fuel,93.079
2009,Motor fuel,90.258
2009,Motor fuel,95.735
2009,Motor fuel,97.162
2009,Motor fuel,101.677
2009,Motor fuel,100.714
2009,Motor fuel,104.598
2009,Motor fuel,103.801
2009,Motor fuel,102.507
2009,Motor fuel,107.021
2009,Motor fuel,107.054
2010,Motor fuel,114.33
2010,Motor fuel,112.763
2010,Motor fuel,116.53
2010,Motor fuel,122.796
2010,Motor fuel,127.463
2010,Motor fuel,125.363
2010,Motor fuel,124.93
2010,Motor fuel,124.896
2010,Motor fuel,124.73
2010,Motor fuel,124.063
2010,Motor fuel,124.03
2010,Motor fuel,134.096
2011,Motor fuel,137.463
2011,Motor fuel,139.963
2011,Motor fuel,147.029
2011,Motor fuel,149.196
2011,Motor fuel,147.729
2011,Motor fuel,145.363
2011,Motor fuel,144.263
2011,Motor fuel,145.363
2011,Motor fuel,146.296
2011,Motor fuel,144.529
2011,Motor fuel,146.263
2011,Motor fuel,148.563
2003,Lubricants,94.376
2003,Lubricants,94.376
2003,Lubricants,94.376
2003,Lubricants,96.081
2003,Lubricants,96.081
2003,Lubricants,96.081
2003,Lubricants,96.081
2003,Lubricants,96.081
2003,Lubricants,96.081
2003,Lubricants,97.0
2003,Lubricants,97.0
2003,Lubricants,97.0
2004,Lubricants,97.0
2004,Lubricants,97.0
2004,Lubricants,97.0
2004,Lubricants,97.0
2004,Lubricants,97.0
2004,Lubricants,97.0
2004,Lubricants,97.01
2004,Lubricants,97.01
2004,Lubricants,97.01
2004,Lubricants,97.037
2004,Lubricants,97.037
2004,Lubricants,97.037
2005,Lubricants,97.876
2005,Lubricants,98.076
2005,Lubricants,98.076
2005,Lubricants,99.375
2005,Lubricants,99.675
2005,Lubricants,99.675
2005,Lubricants,100.375
2005,Lubricants,100.575
2005,Lubricants,101.175
2005,Lubricants,101.475
2005,Lubricants,101.575
2005,Lubricants,102.074
2006,Lubricants,102.274
2006,Lubricants,102.674
2006,Lubricants,103.274
2006,Lubricants,103.974
2006,Lubricants,104.474
2006,Lubricants,104.874
2006,Lubricants,106.073
2006,Lubricants,107.173
2006,Lubricants,108.973
2006,Lubricants,109.373
2006,Lubricants,110.772
2006,Lubricants,111.272
2007,Lubricants,111.872
2007,Lubricants,112.972
2007,Lubricants,113.272
2007,Lubricants,113.272
2007,Lubricants,113.672
2007,Lubricants,115.271
2007,Lubricants,115.671
2007,Lubricants,115.971
2007,Lubricants,115.871
2007,Lubricants,116.171
2007,Lubricants,116.571
2007,Lubricants,116.571
2008,Lubricants,116.571
2008,Lubricants,117.671
2008,Lubricants,117.971
2008,Lubricants,118.97
2008,Lubricants,119.27
2008,Lubricants,119.77
2008,Lubricants,120.37
2008,Lubricants,120.07
2008,Lubricants,120.67
2008,Lubricants,122.169
2008,Lubricants,122.769
2008,Lubricants,122.264
2009,Lubricants,121.965
2009,Lubricants,122.364
2009,Lubricants,121.965
2009,Lubricants,122.463
2009,Lubricants,122.264
2009,Lubricants,122.762
2009,Lubricants,123.061
2009,Lubricants,123.16
2009,Lubricants,123.16
2009,Lubricants,123.26
2009,Lubricants,124.056
2009,Lubricants,123.857
2010,Lubricants,124.369
2010,Lubricants,124.369
2010,Lubricants,124.469
2010,Lubricants,124.669
2010,Lubricants,124.969
2010,Lubricants,125.069
2010,Lubricants,125.269
2010,Lubricants,125.869
2010,Lubricants,125.869
